Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4",Brutto,Netto,Place
GER,8585,"Martin Bernauer","Ulf Geisler",CNFT,1,10,2,1,14,,1
GER,8563,"Klaus Heeschen","Stefan Schmidt",WSCW,2,4,1,2,9,,2
GER,8578,"Malte Christophersen","Sebastian Salein",KAR,3,3,4,4,14,,3
GER,8599,"Henning Wehke","Ralf Wehke",TSV,6,5,3,3,17,,4
GER,8747,"Jörg Thumann","Oliver Stieglitz",TuSJ,5,1,6,"DNC 11",23,,5
GER,8365,"Andreas Lehmann","Robert Hanke",VsAW,4,2,7,8,21,,6
GER,8651,"Alexander Schulte","Gerrit Haaland",BYC,8,7,5,7,27,,7
GER,8674,"Nick Dose","Andreas Poppe",,9,8,8,5,30,,8
GER,8128,"Mathias Konrad-Schmolke","Katrin Konrad-Schmolke",SV03,7,9,9,6,31,,9
GER,7746,"Christian Lempp","Angela Müller",HSC,10,6,10,9,35,,10
