Country,"Boat Number",Helm,Crew,Club,"Race 1","Race 2","Race 3","Race 4",Brutto,Netto,Place
GER,8672,"Karsten Contag","Guido von Walter",SCLW,0,0,0,0,0,,1
GER,8642,"Thoralf Greger","Dirk Hutten",ASVG,0,0,0,0,0,,2
GER,8519,"Robert Wisolek","Nette Jansen",SCLW,0,0,0,0,0,,3
GER,8562,"Wolfgang Seifert","Christian Voggeser",SCLW,0,0,0,0,0,,4
GER,7921,"Jochen Heydolph","Eckhard Busch",SCLW,0,0,0,0,0,,5
GER,8769,"Nathalie Friedrich","Claudius Zeiler",SCLW,0,0,0,0,0,,6
GER,8903,"Thorsten Koch","Ivonne Seifert",SCLW,0,0,0,0,0,,7
GER,8861,"Hans-Otto Frisch","Jürgen Wiesmeier",SCLW,0,0,0,0,0,,8
GER,8663,"Benjamin Grosskurth","Matthias Schmederer",SCLW,0,0,0,0,0,,9
GER,8777,"Melanie Tschiche","Francisco Sanguino",SCHC,0,0,0,0,0,,10
